run_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	experiment_accession	scientific_name	library_strategy	library_layout	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_bytes	fastq_md5	fastq_ftp	already_available_locally	existing_gvcf	selection_status	selection_reason
SRR29908840	SAMN42720928	SRS22066844	PRJNA1138464	SRP521244	SRX25404308	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	34692773	10407831900	2772635956;3305365091	5525318f4937db46ecd8491ebbaa0351;87dc9e159a6b9691404ee4784afc18cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/040/SRR29908840/SRR29908840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/040/SRR29908840/SRR29908840_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908841	SAMN42721168	SRS22066843	PRJNA1138464	SRP521244	SRX25404307	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26998568	8099570400	2198344807;2615603345	d740eee5fde9530f4631be80900c660e;3aff1b2ec9cbc80e1e745e048dcb7b33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/041/SRR29908841/SRR29908841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/041/SRR29908841/SRR29908841_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908842	SAMN42720925	SRS22066845	PRJNA1138464	SRP521244	SRX25404306	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	35393983	10618194900	2829160102;3361553681	469862768083b3ec8554489722dc5255;5dc27a2a8c15117e27f5e55b0b55649f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/042/SRR29908842/SRR29908842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/042/SRR29908842/SRR29908842_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908843	SAMN42721167	SRS22066842	PRJNA1138464	SRP521244	SRX25404305	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2878622	238925626	113138972	28fe5f6ea43260b9415c48d2dc4f99ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/043/SRR29908843/SRR29908843.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908844	SAMN42721166	SRS22066841	PRJNA1138464	SRP521244	SRX25404304	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2774529	230285907	107684546	b5848f9c89f0526188ace1fa6b2b9f82	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/044/SRR29908844/SRR29908844.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908845	SAMN42721165	SRS22066840	PRJNA1138464	SRP521244	SRX25404303	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2609207	216564181	103357594	d6812b30b147ffd2b817c483d550d385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/045/SRR29908845/SRR29908845.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908846	SAMN42721164	SRS22066839	PRJNA1138464	SRP521244	SRX25404302	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2898745	240595835	113142252	969629758afde418971117c15dbd7fc7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/046/SRR29908846/SRR29908846.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908847	SAMN42721163	SRS22066838	PRJNA1138464	SRP521244	SRX25404301	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2736993	227170419	105238610	961e19c617b44912cd79e010dc2d1229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/047/SRR29908847/SRR29908847.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908848	SAMN42721162	SRS22066837	PRJNA1138464	SRP521244	SRX25404300	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	23261689	6978506700	1957054672;2142328580	49cf7587a5c53ba54e9bc4d3969b474b;a318d9892e28c2a0ac2345c0ae2d76b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/048/SRR29908848/SRR29908848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/048/SRR29908848/SRR29908848_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908849	SAMN42721161	SRS22066836	PRJNA1138464	SRP521244	SRX25404299	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25239579	7571873700	2055072199;2467927981	fd8c00e7ad478c0e4161ff52152229de;2fc3bfbc526ae53cdf03e5d423a80ca1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/049/SRR29908849/SRR29908849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/049/SRR29908849/SRR29908849_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908850	SAMN42721160	SRS22066835	PRJNA1138464	SRP521244	SRX25404298	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2839551	235682733	109511042	f6d623c953ad736bc15a01e718d3ea98	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/050/SRR29908850/SRR29908850.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908851	SAMN42721159	SRS22066834	PRJNA1138464	SRP521244	SRX25404297	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	24154446	7246333800	1918780393;2189265247	a37c43b3f2c558c77e84fe907f6669d3;e4b8822f581f843d6acd7b35e9d6af50	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/051/SRR29908851/SRR29908851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/051/SRR29908851/SRR29908851_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908852	SAMN42721158	SRS22066833	PRJNA1138464	SRP521244	SRX25404296	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2848814	236451562	111807106	06a0cd48a420e361ccbd397caf158e55	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/052/SRR29908852/SRR29908852.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908853	SAMN42720924	SRS22066832	PRJNA1138464	SRP521244	SRX25404295	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31816459	9544937700	2530366760;2925338871	e7d8531f453d20cb866f7f51baa8a911;ab658446e807822922635764e23d199e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/053/SRR29908853/SRR29908853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/053/SRR29908853/SRR29908853_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908854	SAMN42721157	SRS22066831	PRJNA1138464	SRP521244	SRX25404294	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27610779	8283233700	2188789944;2497805965	41865e5ac0f97faea40adc335d5142bc;3eb7e087fd166f7b35bde23ee1f13b00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/054/SRR29908854/SRR29908854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/054/SRR29908854/SRR29908854_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908855	SAMN42721156	SRS22066830	PRJNA1138464	SRP521244	SRX25404293	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2860470	237419010	112817264	343b4c9bccf5497f1596b0545cd5f327	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/055/SRR29908855/SRR29908855.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908856	SAMN42721155	SRS22066829	PRJNA1138464	SRP521244	SRX25404292	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2700930	224177190	107739639	752a67a67741ce5a3d1c2a6d3c49abe7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/056/SRR29908856/SRR29908856.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908857	SAMN42721154	SRS22066828	PRJNA1138464	SRP521244	SRX25404291	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2752097	228424051	105582133	39ff6f5b7770e0cec584d1195c2e9d37	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/057/SRR29908857/SRR29908857.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908858	SAMN42721153	SRS22066826	PRJNA1138464	SRP521244	SRX25404290	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2856115	237057545	113881531	7cb3b8c697d68d667a1d72d44dad2c6d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/058/SRR29908858/SRR29908858.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908859	SAMN42721152	SRS22066827	PRJNA1138464	SRP521244	SRX25404289	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2879967	239037261	112703727	9672e40d040e982cdc1563c740ec03c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/059/SRR29908859/SRR29908859.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908860	SAMN42721151	SRS22066825	PRJNA1138464	SRP521244	SRX25404288	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2765687	229552021	107275618	07b64b34807ae8000bc19652368cc25a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/060/SRR29908860/SRR29908860.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908861	SAMN42721150	SRS22066823	PRJNA1138464	SRP521244	SRX25404287	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2795312	232010896	108994275	a0983e622bc326c1f6555a8d455d38b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/061/SRR29908861/SRR29908861.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908862	SAMN42721149	SRS22066822	PRJNA1138464	SRP521244	SRX25404286	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28757022	8627106600	2273946521;2639885775	f16d065b6105ebaff4fcf634b4c478a5;ecfbad243684db5f09ff4a407a34bf3b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/062/SRR29908862/SRR29908862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/062/SRR29908862/SRR29908862_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908863	SAMN42721148	SRS22066824	PRJNA1138464	SRP521244	SRX25404285	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2729914	226582862	106209220	1d6d8021f8e833300f7de11c275882de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/063/SRR29908863/SRR29908863.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908864	SAMN42720923	SRS22066821	PRJNA1138464	SRP521244	SRX25404284	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	44358765	13307629500	3526516345;4132042811	a905c56110a29ec2f3021fd0c839a844;e6450111d024d359e9d6a20d6949724f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/064/SRR29908864/SRR29908864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/064/SRR29908864/SRR29908864_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908865	SAMN42721147	SRS22066820	PRJNA1138464	SRP521244	SRX25404283	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29083152	8724945600	2304556824;2614418828	9d32beb9716142e138b256cb54b58e49;aa697bff6bfb37f5fcdb7808b2571f14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/065/SRR29908865/SRR29908865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/065/SRR29908865/SRR29908865_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908866	SAMN42721146	SRS22066818	PRJNA1138464	SRP521244	SRX25404282	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2803237	232668671	109097597	f63068281856e23eab588dee9bb7c7c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/066/SRR29908866/SRR29908866.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908867	SAMN42721145	SRS22066819	PRJNA1138464	SRP521244	SRX25404281	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2904769	241095827	112721113	0f3f11918611713ed04693f433c8f26a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/067/SRR29908867/SRR29908867.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908868	SAMN42721144	SRS22066817	PRJNA1138464	SRP521244	SRX25404280	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26614240	7984272000	2116167874;2459669090	70e926f8c74e6b6f9b7a37dd436590f2;e6d11dc3647408570338f01434712212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/068/SRR29908868/SRR29908868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/068/SRR29908868/SRR29908868_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908869	SAMN42721143	SRS22066816	PRJNA1138464	SRP521244	SRX25404279	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31534183	9460254900	2504071315;2898631696	5efcb051ea5845919e6df9207077c63c;3acd2b8385c415779be95be065fb8bb6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/069/SRR29908869/SRR29908869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/069/SRR29908869/SRR29908869_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908870	SAMN42721142	SRS22066814	PRJNA1138464	SRP521244	SRX25404278	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2965412	246129196	116840039	59ab09efd73f37239c4c158508e942df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/070/SRR29908870/SRR29908870.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908871	SAMN42721141	SRS22066813	PRJNA1138464	SRP521244	SRX25404277	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2831727	235033341	108265814	4cdb0b46ff98c6c4680fd821a8e475a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/071/SRR29908871/SRR29908871.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908872	SAMN42721140	SRS22066815	PRJNA1138464	SRP521244	SRX25404276	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2614254	216983082	107494910	30c4cbbd3eefa56f260d195d68619e03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/072/SRR29908872/SRR29908872.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908873	SAMN42720997	SRS22066812	PRJNA1138464	SRP521244	SRX25404275	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27357302	8207190600	2171415899;2487249631	9e80a3e91d0f2120bc504e17348373d4;64678add64734d8620da32eca6f2646e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/073/SRR29908873/SRR29908873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/073/SRR29908873/SRR29908873_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908874	SAMN42720996	SRS22066811	PRJNA1138464	SRP521244	SRX25404274	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31417093	9425127900	2506523599;2816866571	3bb136f2653a1ea8b9e48ce018a3ab2a;464e63001a040ae66c6e7916844218bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/074/SRR29908874/SRR29908874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/074/SRR29908874/SRR29908874_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908875	SAMN42720995	SRS22066810	PRJNA1138464	SRP521244	SRX25404273	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	34138784	10241635200	2702048755;3163581703	5e6f6459223d7d6b7d49bc904f57017a;e4745666abdd67ca4b42f5911be83025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/075/SRR29908875/SRR29908875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/075/SRR29908875/SRR29908875_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908876	SAMN42720994	SRS22066809	PRJNA1138464	SRP521244	SRX25404272	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2699879	224089957	104980921	ade92679e45d82572f122a4770afea6a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/076/SRR29908876/SRR29908876.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908877	SAMN42720993	SRS22066807	PRJNA1138464	SRP521244	SRX25404271	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2667466	221399678	102307362	e99449b9c67e55b34eff6457b64f2216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/077/SRR29908877/SRR29908877.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908878	SAMN42720992	SRS22066808	PRJNA1138464	SRP521244	SRX25404270	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	27841585	8352475500	2207762674;2595647490	191caf6f67b05585a331dec30988a7b3;58945b8934de2ec713662f374f0b798a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/078/SRR29908878/SRR29908878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/078/SRR29908878/SRR29908878_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908879	SAMN42720991	SRS22066806	PRJNA1138464	SRP521244	SRX25404269	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2742645	227639535	104066846	766802d26a9ef1b45fc9f5555514ae18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/079/SRR29908879/SRR29908879.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908880	SAMN42720990	SRS22066805	PRJNA1138464	SRP521244	SRX25404268	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2848353	236413299	106965012	a6b47eba3f00e20abaf32f5747d4633a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/080/SRR29908880/SRR29908880.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908881	SAMN42720989	SRS22066804	PRJNA1138464	SRP521244	SRX25404267	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2654465	220320595	104461134	66327aa024c469ffac20486ae7612f74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/081/SRR29908881/SRR29908881.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908882	SAMN42720988	SRS22066803	PRJNA1138464	SRP521244	SRX25404266	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2726446	226295018	102087597	fffa8f4fdf8829423ff09463b9b4b9ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/082/SRR29908882/SRR29908882.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29908883	SAMN42720907	SRS22066802	PRJNA1138464	SRP521244	SRX25404265	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31250309	9375092700	2496285177;2960439481	09122227539f6bab0ba4d79c64d72a23;659101ec9fd19327bf1302dcf3b5d317	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/083/SRR29908883/SRR29908883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/083/SRR29908883/SRR29908883_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908884	SAMN42720987	SRS22066801	PRJNA1138464	SRP521244	SRX25404264	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28306604	8491981200	2254563730;2663650866	7006280bf4cb648df5318531491dcf08;8ddd83fd82427c300ffb19ad933f2212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/084/SRR29908884/SRR29908884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/084/SRR29908884/SRR29908884_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908885	SAMN42721514	SRS22066799	PRJNA1138464	SRP521244	SRX25404263	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	54098873	16229661900	3909785359;3981761383	1bf52b3fa40239b14a8735c386e3209a;847003c586f92d1dd577bf249476ad0b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/085/SRR29908885/SRR29908885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/085/SRR29908885/SRR29908885_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908886	SAMN42721513	SRS22066800	PRJNA1138464	SRP521244	SRX25404262	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	33209221	9962766300	2409724200;2477050351	71ecbf60cf17f00cc5f9e8ecb99e46f3;0e260569c74b97d9e0056b811dc169d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/086/SRR29908886/SRR29908886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/086/SRR29908886/SRR29908886_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908887	SAMN42721512	SRS22066798	PRJNA1138464	SRP521244	SRX25404261	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	15810758	4774848916	1239509757;1324183915	2d03f062590392c9c1dc74b419e7542d;7b323340266dac397e38ea49cd0d0bae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/087/SRR29908887/SRR29908887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/087/SRR29908887/SRR29908887_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908888	SAMN42721511	SRS22066797	PRJNA1138464	SRP521244	SRX25404260	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	21315945	6437415390	1678364563;1795217824	a32add068a3c9071285a114cd88529a4;fef18109e325b7d54a24e3a18f636f2b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/088/SRR29908888/SRR29908888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/088/SRR29908888/SRR29908888_2.fastq.gz	true	true	SELECTED	existing20 public cohort
SRR29908889	SAMN42721510	SRS22066795	PRJNA1138464	SRP521244	SRX25404259	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	16470909	4974214518	1290532899;1379364558	a6e39f67e96e31647ab5817a8cfaeb3f;4a597905dd2d1120facc06e209df18d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/089/SRR29908889/SRR29908889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/089/SRR29908889/SRR29908889_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908890	SAMN42721509	SRS22066794	PRJNA1138464	SRP521244	SRX25404258	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	44327206	13298161800	3203176649;3275744003	f89c67d7a93100e0febb98c8706e245b;ef0b70c8da82c76303ddc531dcf69857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/090/SRR29908890/SRR29908890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/090/SRR29908890/SRR29908890_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908891	SAMN42721508	SRS22066796	PRJNA1138464	SRP521244	SRX25404257	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	36536078	10960823400	2675151566;2764567178	0fe8bd40e16185629ee1ad35d1a810ea;87bec88fcecd2d9e8b8ab05969a1b434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/091/SRR29908891/SRR29908891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/091/SRR29908891/SRR29908891_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908892	SAMN42720959	SRS22066793	PRJNA1138464	SRP521244	SRX25404256	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29458559	8837567700	2347440586;2518246384	7e9738c4b330edfd6e6471ba3f49e85e;dcf3b3a653f3b254daca24f14f6575c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/092/SRR29908892/SRR29908892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/092/SRR29908892/SRR29908892_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908893	SAMN42721507	SRS22066791	PRJNA1138464	SRP521244	SRX25404255	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	40986511	12295953300	2996415175;3100534997	757de12979b531e274583c9ceaf834ae;ed79020e5fbdf16afb99ca7f7fe60590	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/093/SRR29908893/SRR29908893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/093/SRR29908893/SRR29908893_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29908894	SAMN42721506	SRS22066792	PRJNA1138464	SRP521244	SRX25404254	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	36722472	11016741600	2677651962;2762518834	80e71405b73aa7d7e18b8c5cbd2fc426;c1129a885a914800c7f7173e5c41417e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/094/SRR29908894/SRR29908894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/094/SRR29908894/SRR29908894_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
